user_id	item_id
100171465	282381791
100184380	386120298
100184380	39714795
100184380	98113284
100226515	250781249
100260715	129834592
100397503	43249679
100397503	46506126
100422676	261916960
100422676	317399845
100437016	389487784
100442521	38826745
100724935	289562674
100852879	70008342
100897291	385397500
10129914	249618450
101385490	80796732
101476051	107093512
101680957	232724685
101680957	52222250
101725552	116746858
101785678	305635498
101785678	323202504
101785678	389027037
101785678	397629720
10183599	184766460
102419146	149688569
102434308	72143078
102506116	119439995
102681517	112523398
102681517	188563767
103234309	160977723
103304407	311490252
103490614	300814663
103582819	104794920
103582819	151844534
103582819	190639367
103582819	357114208
103616095	101179177
103616095	302806107
103616095	94345856
103685659	99390208
103823974	37910916
103904422	309570904
103904422	318703232
103904422	97518985
104165455	27422788
104165455	45606112
104526493	51227980
104538658	244596513
104550352	360143307
104597596	46031989
104600776	86761929
104876086	202040533
104900356	108771067
104993641	17201837
105026093	276308875
105058502	194923574
105070349	379126815
105174623	245653434
105315608	22480731
105315608	232737246
105345851	105665844
105410696	313461858
105679988	109342854
105683621	256910486
105683621	91588595
105710618	206946368
105792755	382358582
105805055	216704309
105805055	354115553
105805055	96578548
106103615	118947995
106115495	125701061
106166372	52755798
106290839	115432633
106290839	143263044
106290839	1993221
106290839	231718096
106290839	292666180
106290839	332534626
106290839	341917257
106290839	76777261
106346810	258826379
106639460	388998815
106655468	60389288
106751135	33636987
106778780	355610243
10692996	269976923
106960781	328874301
106960781	96133896
107002409	96442827
107143838	103703218
107143838	198370594
107221199	345201088
107221199	59007637
107264414	118870991
107264414	274520757
107447408	328689347
107447408	403434589
107609597	99035697
107818388	391528720
10799199	52906296
108111941	332980987
108175886	158504184
108180365	81060377
10820115	109447458
10820115	303788543
10820115	61669031
10820115	98195170
108384848	165150272
108387821	181476633
108387821	282875523
108444605	57661436
108518123	374991028
108708731	172762523
10876284	368359382
108898700	166556360
108898700	373241390
108898700	379229508
108898700	74776953
109016093	398105124
109092473	100284729
109092473	304417285
109092473	343257455
109128542	170719473
109128542	177802186
109128542	194569539
109128542	315936600
109128542	46129538
109128542	96518124
109326356	18068814
109538120	343474443
109538120	343495830
109554732	349416845
109571091	23799630
109733166	94259158
109737327	150724185
109737327	157159424
109737327	89894116
109848969	141927817
110067667	176012436
110067667	289330031
110068303	206629424
110128897	287227617
110134411	159932836
110134411	182286973
110163391	248892912
110163391	361346418
11026029	88964509
110329285	117094879
110644654	140924631
110653123	346460051
110701894	125855196
110770489	219230515
110883802	30033201
110883802	309020623
110933884	231402044
110946571	147950706
110946571	165101425
110948224	202804844
110948224	283181432
110961790	276237060
110961790	355426498
110984704	127181599
110984704	133297405
111068056	14136232
111068056	39622653
111070759	271627809
111124222	148531054
111124222	152521101
111124222	240980648
111124222	301264350
111124222	357111834
111124222	73715157
111382789	261554871
111409210	314868869
111413851	113752949
111413851	233216799
111607423	140179189
111839014	292696187
111913753	53750819
112141018	186834589
112141018	20997179
112141018	239817985
112141018	31193281
112141018	33069267
112201231	305849282
112618552	107845425
112619968	95867699
112631605	206607870
112647019	57221835
112658053	1061648
112658053	137407767
112658053	220520698
112658053	239896170
112658053	307542920
112658053	49276500
112671106	292538766
11293311	352268671
113010458	101433474
113010458	128538534
113010458	316340692
113010458	86463202
113094647	58739600
113210000	126219377
113343977	9452808
113512469	150429306
113512469	61064707
113579729	330674301
113579729	400162878
113579957	123601142
113637206	195598739
11366706	119234970
11366706	233101284
11366706	314633261
114099881	208364195
114099881	333028913
114099881	342049652
114121814	200919299
114278486	234811391
114357452	225169927
114370733	222514477
114370733	388998815
114709109	335309109
114715289	21963115
114726038	204536177
115097696	388692780
115170791	207304021
115170791	315324983
115170791	354990207
115537643	190442830
115537643	232676026
115537643	268626892
115537643	272990629
115537643	346188820
115537643	349595589
115537643	357213564
115537643	391425064
115617854	352268671
115669976	187864672
115669976	304554880
115761083	269477241
115761083	64989800
115852613	163949624
115852613	358192277
115856090	250568332
11594934	144053049
11594934	23123896
11594934	55559718
11594934	55807645
115997405	219623250
116000306	294095847
116159885	133981397
116159885	167266859
116159885	185711508
116159885	318639641
116159885	355231933
116159885	384236071
116282936	276868637
116340014	23098902
116447243	58496562
116523407	119930041
116523407	360817002
116631182	211666518
116633690	13551098
116647166	203541901
116922407	1805007
116926283	327513182
116968292	266743610
117199100	165999446
117199100	236264031
117199100	358154784
117257585	91179154
117340109	14282215
117340109	174097336
117707223	263586939
117707223	344609145
117817050	133001950
117817050	184400568
117817050	192259184
117817050	385396208
117909654	253380115
117909654	264670563
117909654	357139327
117909654	83292859
118065795	364267277
118351614	310017395
118509390	309984252
118524951	159337725
118649898	62740418
118822821	278880014
118822821	758746
119178861	111615598
119178861	216741854
119227071	357104534
119387424	94117182
119495541	239304380
119598153	222647092
11962560	321005458
11962560	338262051
119838957	370706290
119877840	100680477
119877840	69583380
119984067	293446440
120013993	354301164
120182815	270325627
120182815	366325607
120210733	342901033
120278269	238289627
120278269	358202857
120305341	126007808
120305341	127861086
120305341	143215991
120305341	154796317
120305341	156297357
120305341	166385385
120305341	174897531
120305341	175764779
120305341	189099117
120305341	203040432
120305341	215082369
120305341	22022092
120305341	220359325
120305341	230735725
120305341	253798929
120305341	26257029
120305341	273501352
120305341	276935287
120305341	286385973
120305341	289899078
120305341	292894788
120305341	321551445
120305341	338018239
120305341	362441436
120305341	377607849
120305341	397652066
120305341	49718239
120305341	52507190
120305341	66795195
120305341	74438920
120305341	95926279
120305341	98445367
120305341	99391402
120306985	75693482
120400714	10563085
120456085	390646067
120660040	213088527
120660040	256554395
120660040	299613034
1207420	159891668
121010711	2422218
121048688	208843421
121048688	75192587
121055447	234648388
121055447	238662769
1211491	349443097
121262927	155892818
121262927	242850512
121271681	248251873
121271681	51200886
121299887	116311811
121299887	336162847
121326560	112539312
121492295	47726888
121562108	175796232
121575080	127160766
121575080	174291701
121575080	217919888
121575080	403327701
121658987	204317759
121658987	240657308
121883405	349199984
121923944	130660969
121923944	381679323
121923944	73681123
121923944	80225661
121986074	215620055
122132057	291689553
122132057	317459368
122151437	31422666
12215373	315296466
12215373	380828034
12257382	185913169
122630648	334485827
122645273	115296587
122645273	346551228
122718896	168568484
122718896	274307938
122718896	278663368
122718896	67872027
122763845	86766505
122802170	153433816
122802170	156394710
123044507	46756846
123154961	294264177
123154961	346061088
123154961	363071785
123154961	402451770
123154961	91203055
123504395	225450782
123504395	266760470
12350817	208604907
123781961	273766678
123839396	173802353
123839396	339797425
12405354	333866038
124166879	151912815
124195421	286172379
124353107	238714300
124675478	105337403
124675478	374557660
124722776	187670620
124956647	159219622
124956647	307830817
124967453	75813544
124982843	277375189
124982843	79038740
124984154	143742812
12506484	287388185
12506484	317247542
125461376	29659187
125463827	340237934
12546384	116111493
125690411	30964096
125717270	79578956
126111855	95219572
12626139	185724893
126343275	111983261
126343275	76148603
126376929	116212666
126376929	17887584
126674457	229937058
126674457	364061260
126844212	155985932
126898614	32296105
126920490	137729000
126920490	308733158
127122129	315643365
127138398	146515597
127138398	32927394
127138398	5279570
127138398	92792695
127204677	51835235
127297734	346462132
127367034	203474800
127367034	268885206
127367034	6207042
127383669	197488747
127405008	289495327
127414902	141412895
127414902	196798986
127414902	232132288
12750510	333099587
127891080	265402737
127916115	66944025
127916115	93321106
127919298	18189868
127919298	323349755
127990614	365922736
128008896	137318721
128158908	128385083
128158908	98553346
128290941	373074414
128311074	250372723
128338662	160977723
128338662	311499944
128364630	49683574
128441868	123705616
128441868	276316706
128471427	174702907
128496906	86623018
128535231	238621574
128535231	323827682
128702811	339312889
128902392	169675009
129052581	359373416
129285189	368250082
129358260	69997787
12952941	12307439
12952941	316324532
129687162	129132584
129887427	319610421
129887427	97725387
129970065	1679812
130051406	316312256
130205933	140584764
130205933	143509148
130205933	159573205
130205933	33579379
130205933	373899764
130205933	94874554
13036407	22627856
13036407	390083719
130507850	264647139
130797629	134573835
130797629	179864398
130797629	288143813
130797629	315008921
130797629	361263671
130797629	387569228
130797629	68698676
130817144	167718424
130817144	368749902
130937426	139006936
130998815	323582185
131019638	155588139
131045093	86616848
13114965	203987385
131750537	127412643
131771456	403813216
131856122	58774133
131975939	256553178
1321831	264597138
132236660	151793480
132236660	180933374
132236660	381125638
132375980	211537514
132375980	349476145
132424760	168112890
132424760	69977335
132506225	332946844
132541898	342241097
132626507	140610787
132626507	179516225
132626507	24376695
132626507	281443615
132626507	286175221
132849059	101831852
132976955	82323513
13305411	27604851
13305411	326256936
133111010	393775857
133128695	149567770
133149785	404069804
133160159	109536190
133682243	352391626
134099205	140269020
134116374	167063158
134116374	174227711
134116374	293229160
134116374	297991778
134116374	310599523
134116374	330667982
134231022	269140628
134327445	320949603
134327445	5155989
134327445	94117885
13458264	310925651
13458264	323866205
134669262	225396370
134670150	341083212
134764464	230604147
134764464	320115575
134764464	59179656
134764464	65376447
134891106	179345572
134891106	294044738
13492065	220268312
13492065	280674759
134979525	338630082
135200142	127213733
135200142	283700887
135249894	39554131
135288720	127978642
135288720	347457197
135374826	268183858
135378246	133073301
135378246	154200932
135378246	180200233
135378246	218735110
135378246	21875449
135378246	372797306
135378246	379249019
135378246	400701289
135524793	174456319
135567210	147681344
135567210	198438891
135567210	198472080
135567210	206939541
135567210	28644360
135567210	312567052
135567210	316487587
135567210	346516809
135567210	347878279
135567210	369396275
135567210	56354946
135567210	78957582
135756156	270325627
135801516	292981054
135803625	393996867
135809553	188340393
135809553	224125691
135809553	292173570
135854331	105026734
135894801	233678245
135919551	263134061
135944085	288901291
135978432	173523320
135978432	398212015
135978432	91217472
135986094	250610261
136225545	211769651
136225545	252683624
136286592	113029307
136286592	115214235
136286592	159396014
136286592	190177818
136286592	222767568
136286592	247383069
136286592	282093572
136286592	308539071
136286592	324553077
136286592	335576249
136286592	336283494
136286592	341533485
136286592	356686046
136286592	377941675
136286592	382008047
136286592	396351064
136286592	51472776
136286592	5778235
136286592	91500364
136459017	18189868
136459017	358143033
136459017	69230643
136592694	101452525
136592694	305399617
136592694	367289773
136592694	91878490
136662507	175200425
136662507	273502666
136662507	99595384
136757115	244586231
136903092	27791500
136911096	345173704
136948968	140883116
13709817	299941043
13709817	301730836
13709817	56872257
137334222	214539334
137340972	18044410
137358666	161591464
137393502	230638900
137490870	320821185
137490870	350931634
137490870	379682459
137507730	236303333
137507730	329887367
137507730	358788976
137515335	83013703
137640381	199504142
137640381	205571401
137640381	372654548
137640381	79851594
13773861	121716939
137758701	222559857
137759148	49276662
137844636	130934987
137856687	359878214
137882655	298332235
138065199	392329577
138142455	335309109
138210216	183333503
138271491	320226751
138271491	385397500
138283884	353381230
138487774	282632922
138541432	144625473
138560071	100530226
138560071	256012042
138560071	276364549
138589540	128429914
138709606	386751326
138780010	401070714
138796450	324707959
138961180	243088323
138961180	284608420
138961180	300455857
138961180	5034127
138961180	98603220
138989329	61298384
139060891	207152485
139060891	294750247
1390654	268612485
139068643	307931429
139154977	169082244
139154977	229877520
139154977	257731134
139274689	47904066
139384858	11480577
139384858	283313961
139384858	38307238
139384858	52451594
139384858	59615665
139429852	78316474
139750147	309265105
140127305	271318293
14021211	155779204
140249924	246552840
140318987	341161365
140342846	104188496
140503562	11285604
140733671	133613056
140763800	195454427
14077323	243247357
14083845	143883108
140863667	360827124
140892989	346234000
141227570	263152606
141287867	296607838
141301283	274303346
141322373	37386986
141531335	243014811
141571064	189606799
141816551	385376939
141938543	18021496
141970406	49781381
142014633	392406846
142096371	306591541
142159824	179625206
142191573	277149740
142191573	3892822
142191573	397670044
142191573	44007043
142191573	44523695
142249578	244212720
1422904	79976924
14602569	153074730
15033334	297189143
15033334	44937462
15033334	6795748
15033334	74207546
15180259	203488769
15180259	329108855
15362806	86071912
15389083	160048183
15389083	300703107
15389083	82121703
15535972	220590039
15560848	15243334
1591612	353656592
1591612	388604292
16077718	261792784
16077718	369717183
16077718	80304987
161481	130656012
161481	178032606
161481	207011999
161481	339030565
16401055	308057575
16407724	118835036
16407724	13016443
16407724	313833725
16407724	374836139
16715536	138254716
16974739	167183747
17171257	218880040
17171257	223441580
17171257	294328829
17219776	128702084
17307610	245722937
17307610	262626232
17307610	264219216
17307610	277237436
17307610	83021223
17448412	374880559
1749103	22724036
17562880	367985636
17562880	375360011
17562880	389880109
17562880	392337274
17562880	42957798
17562880	89075900
17811184	22632829
1812067	336263476
18176035	105208301
18176035	47092763
18176035	80853930
18249259	80411699
18382879	293787309
18382879	29496743
18444517	177231251
18488008	163689973
18488008	268865942
18488008	320919131
18488008	382134731
18488008	76475985
18496468	122040531
18496468	344214994
18594472	104202558
18594472	146230850
18594472	2823783
18594472	361190274
18594472	85202142
186903	153443380
186903	15911446
186903	15993729
186903	173551279
186903	180372983
186903	193663454
186903	208376181
186903	260915665
186903	264388920
186903	297264201
186903	74664296
1884205	194307524
18906229	372638728
18959614	108852248
18959614	157456232
18959614	46655123
18959614	61535141
18959614	89867174
19052485	343299064
19170635	160037057
19170635	300930741
19170635	320127193
19170635	71410355
19170635	76478799
19371422	285938503
19371422	49431992
19371422	73230566
19402409	319064186
1960825	257354420
19950899	214033234
19950899	62858944
19950899	6701006
19950899	84853331
20056050	230957234
20064282	105208301
20064282	374503087
20170290	255284313
20231406	286026539
20231406	75125844
20231406	84211461
20268138	143263044
20307660	240850430
20307660	318452055
2046058	54960667
20462589	128852853
20462589	49483732
2048794	117013157
2048794	199187082
2048794	252564781
20492946	366911878
20501826	17641568
20501826	238675841
20501826	258622715
20501826	316450804
20501826	344294537
20501826	53738139
20612499	115992351
20612499	157775980
20612499	172366937
20612499	182762585
20612499	401410730
20758953	21836842
20758953	50228869
2088409	10831936
2088409	132669691
21060159	185485928
21128922	347221497
21150501	283810029
21150501	327378015
21279609	399237978
21350082	280855376
21397098	79535733
21478743	296751981
21624663	134514561
21624663	50595234
21655296	188682010
21672339	42241079
2171674	259819305
21795480	237470771
22094658	225773082
22099113	182762077
22099113	234949882
22118106	362560732
2231431	144172733
22409616	1582210
22409616	358354121
22726524	160306894
22726524	237397087
22726524	272369633
22726524	397053842
2297257	11923201
22976893	55527410
23048536	394427694
23246977	74146639
23344525	310112322
23459986	288430321
23503303	104161363
23579299	370373738
23631019	112925421
23631019	146051246
23631019	234369162
23631019	28655305
23631019	334007270
23631019	34145245
23730268	103835557
23730268	376685315
23749054	299809379
23840266	15194176
24050440	257985909
24186535	147274225
24186535	315598734
24248230	385247334
24360931	181797452
2437852	310589979
24472810	366516190
24870148	318463262
24870718	47575036
24891238	242990714
24942526	179212218
