user_id	item_id
102506116	119439995
42793246	125634399
5369231	394658338
17562880	89075900
17562880	392337274
17562880	389880109
135567210	78957582
136286592	190177818
103823974	37910916
4498439	74977824
26037919	83998781
112141018	33069267
18594472	85202142
135567210	28644360
138961180	98603220
17219776	128702084
135567210	147681344
134116374	167063158
135809553	188340393
12952941	316324532
50783368	205542738
42096946	35946273
60380684	237223630
13709817	299941043
20501826	344294537
59520279	209497906
13492065	280674759
136286592	51472776
123839396	339797425
50114359	283687321
50114359	229347739
26037919	70506159
34085107	294614743
25737649	17712290
12506484	287388185
32079118	23362852
4915814	186653415
48967362	68940123
135567210	198438891
104550352	360143307
42096946	23893034
137507730	329887367
138780010	401070714
5708087	249026377
54041681	303623649
27317801	68820487
11026029	88964509
56818905	192196843
110961790	276237060
110948224	202804844
112141018	31193281
56993964	305742819
135567210	56262444
135894801	233678245
117199100	165999446
135809553	292173570
142191573	277149740
115761083	64989800
447828	206016051
106115495	125701061
18594472	104202558
114370733	222514477
56011760	98656648
54860714	104492596
105805055	216704309
135567210	198472080
11366706	314633261
31182685	332581378
113512469	61064707
113512469	150429306
24979429	167780112
110933884	231402044
18594472	146230850
123839396	173802353
120306985	75693482
19950899	84853331
20231406	286026539
138961180	284608420
19052485	343299064
137507730	358788976
33635794	68289678
25286173	160598516
40528453	24106739
38026943	253800192
40528453	319719400
50936650	376180369
18959614	108852248
40528453	361357012
40528453	58187981
122132057	317459368
107264414	274520757
118509390	309984252
12257382	185913169
136286592	356686046
122630648	334485827
136286592	222767568
58517586	314069950
58399743	217054155
18594472	361190274
50142094	254127882
135378246	400701289
132424760	69977335
135200142	283700887
46729748	210012720
134116374	293229160
128441868	123705616
46312028	97529977
28883723	260226898
10129914	249618450
128441868	276316706
134979525	338630082
132626507	286175221
62879735	384038335
46312028	191638063
42793246	324456403
135378246	154200932
44182382	291503193
30009492	196793876
136286592	115214235
18249259	80411699
122645273	115296587
136286592	341533485
5708087	200867098
22099113	234949882
20170290	255284313
53667812	205032147
50260039	251443481
42096946	306706132
59556336	157378005
116631182	211666518
42096946	395074329
111382789	261554871
5708087	298172271
63220007	229076252
106655468	60389288
135378246	180200233
106960781	328874301
138961180	243088323
27496280	172658863
140863667	360827124
46312028	150996707
134116374	310599523
121658987	240657308
13709817	56872257
27496280	86610821
18594472	2823783
530238	165455096
29499215	391850817
43205692	396171430
37100390	399051184
50805790	70291150
132626507	57047804
141816551	385376939
113010458	86463202
50805790	127342263
43205692	187708707
57269349	42730171
18488008	163689973
142159824	179625206
136286592	377941675
45429617	180220588
64019348	242959465
40406632	324232322
126376929	116212666
131856122	58774133
137490870	38600045
1591612	353656592
1591612	36907872
28557548	1696120
4320107	28837902
20462589	49483732
128008896	137318721
112619968	95867699
19950899	214033234
29235785	139744584
48362340	118448109
24472810	366516190
