user_id	item_id
111413851	233216799
43484740	88769
41558392	58422127
105315608	22480731
109092473	304417285
302466	390841005
136286592	190177818
115136933	48267628
63004058	351684132
115852613	163949624
50146084	242709260
19950899	62858944
30354420	335205653
40406632	324232322
118822821	758746
24472810	36435458
120305341	66795195
40528453	361357012
116523407	119930041
48362340	270145097
121658987	240657308
142159824	179625206
13709817	56872257
3320605	215243753
2048794	252564781
137358666	161591464
107143838	226515608
43484740	222614344
51318043	99705326
42793246	330687918
42096946	35171962
20231406	286026539
100397503	43249679
114099881	333028913
4915814	186653415
17562880	392337274
18249259	80411699
53091371	295303738
5369231	56559040
30009492	196793876
111413851	113752949
1390654	268612485
49221063	39475027
56818905	192196843
112658053	239896170
50936650	376180369
53976869	43508009
59556336	109257437
21060159	185485928
28708550	234841373
121055447	234648388
29684399	8816162
105906755	167822567
134979525	338630082
22099113	234949882
6264206	75310164
135249894	39554131
64019348	242959465
51004531	178721544
106290839	292666180
4498439	74977824
40528453	319719400
447828	206016051
135378246	400701289
105679988	109342854
118509390	309984252
134669262	225396370
117707223	263586939
28204430	249690939
56011760	98656648
128441868	123705616
122132057	317459368
135567210	263346627
131019638	155588139
100171465	282381791
20462589	49483732
46729748	400840831
21150501	327378015
15033334	6795748
123839396	173802353
11962560	321005458
132432194	92431073
25295611	112263922
25438534	298471056
60380684	237223630
32079118	23362852
17171257	223441580
28883723	260226898
53314277	167174269
29194001	222352590
125690411	30964096
54614978	195619344
46312028	388470820
110329285	117094879
2171674	259819305
131771456	403813216
112631605	206607870
135894801	233678245
31510981	97623200
44142824	273532679
112619968	95867699
112658053	137407767
129052581	359373416
15033334	44937462
135378246	372797306
136286592	377941675
134116374	167063158
121299887	336162847
56269254	161850979
46312028	97529977
29499215	77051146
104550352	283567102
34125247	204680146
63509042	67516308
107264414	274520757
56743230	295993609
18594472	104202558
28178051	249403460
34085107	294614743
18488008	163689973
21128922	347221497
120305341	126007808
29684399	134632501
12350817	208604907
28865588	300849876
11594934	55807645
50114359	283687321
126674457	229937058
101105140	385241743
135567210	28644360
2636701	185178529
46534133	130294616
37100390	399051184
48362340	118448109
140863667	360827124
131856122	58774133
124956647	159219622
138961180	284608420
122630648	334485827
43205692	93328999
135378246	180200233
128496906	86623018
48967362	68940123
17307610	277237436
120305341	127861086
49221063	196613518
128338662	311499944
24186535	147274225
110933884	231402044
11594934	144053049
111793402	194109891
28557548	1696120
135809553	188340393
36639152	366484499
112658053	1061648
140503562	11285604
49174335	94062845
16077718	80304987
135567210	369396275
11366706	233101284
4915814	148270332
4915814	343575787
18594472	146230850
530238	69382307
137856687	359878214
12257382	185913169
120305341	397652066
23246977	74146639
121923944	381679323
43205692	312526728
27795908	8747111
120305341	175764779
104876086	202040533
17307610	83021223
18594472	85202142
17307610	262626232
43205692	19046121
110948224	202804844
120305341	98445367
63623282	244553557
29201000	68872441
29499215	391850817
114099881	342049652
137515335	83013703
141531335	243014811
128008896	137318721
110067667	289330031
59556336	157378005
49711251	123974875
17171257	294328829
5371991	131188564
40528453	24106739
120306985	75693482
54041681	303623649
27496280	172658863
50805790	70291150
137490870	320821185
103823974	37910916
136286592	247383069
136286592	341533485
40165705	117547812
109737327	89894116
25609192	135038181
