user_id	item_id
100171465	282381791
100184380	386120298
100184380	98113284
100397503	43249679
100422676	261916960
100724935	289562674
100852879	70008342
100897291	385397500
101105140	186911806
101105140	385241743
101273782	136718287
101289766	21540020
10129914	249618450
101680957	224805315
102506116	119439995
102681517	112523398
103616095	101179177
103616095	302806107
103616095	94345856
103823974	37910916
104526493	51227980
104538658	244596513
104550352	283567102
104550352	360143307
104876086	202040533
105070349	379126815
105315608	22480731
105410696	313461858
105679988	109342854
105805055	216704309
105805055	96578548
105906755	167822567
106290839	1993221
106290839	292666180
106751135	33636987
106778780	355610243
106960781	328874301
107002409	96442827
107143838	198370594
107143838	226515608
107221199	345201088
107221199	59007637
107264414	274520757
108032747	206946368
108111941	332980987
10820115	98195170
108384848	165150272
108708731	172762523
10876284	368359382
108898700	166556360
108898700	373241390
108898700	379229508
108898700	74776953
109016093	398105124
109033763	167135107
109092473	304417285
109571091	23799630
109733166	94259158
109737327	150724185
109737327	89894116
109848969	141927817
110067667	289330031
110329285	117094879
110634142	304278269
110670451	208715196
110670451	53673998
110933884	231402044
110948224	202804844
110961790	355426498
110984704	127181599
110984704	133297405
111068056	203682519
111068056	51153829
111382789	261554871
111413851	113752949
111413851	233216799
111607423	140179189
111793402	194109891
11183940	43804991
112141018	31193281
112201231	305849282
112619968	95867699
112631605	206607870
112658053	1061648
112658053	137407767
112658053	239896170
112658053	307542920
113010458	128538534
113010458	86463202
113512469	150429306
113512469	61064707
113579729	330674301
113637206	195598739
11366706	233101284
11366706	314633261
114099881	333028913
114099881	342049652
115136933	48267628
115170791	207304021
115170791	315324983
115170791	354990207
115537643	391425064
115537643	72301447
115541885	246570712
115669976	304554880
115852613	163949624
115852613	358192277
115856090	250568332
11594934	144053049
11594934	55559718
11594934	55807645
116447243	58496562
116523407	119930041
116523407	360817002
116631182	211666518
116647166	203541901
116922407	1805007
116926283	327513182
116968292	266743610
117199100	165999446
117211187	56411610
117257585	91179154
117340109	14282215
117340109	174097336
117707223	263586939
117817050	133001950
117817050	184400568
117817050	192259184
117817050	385396208
117909654	264670563
117909654	83292859
118509390	309984252
118524951	159337725
118822821	758746
119227071	193830650
119495541	239304380
11962560	321005458
11962560	338262051
119838957	70824838
120182815	270325627
120210733	342901033
120278269	238289627
120305341	126007808
120305341	127861086
120305341	175764779
120305341	189099117
120305341	203040432
120305341	215082369
120305341	26257029
120305341	276935287
120305341	286385973
120305341	289899078
120305341	321551445
120305341	362441436
120305341	397652066
120305341	52507190
120305341	66795195
120305341	98445367
120306985	75693482
121010711	2422218
121055447	234648388
121271681	248251873
121271681	51200886
121271681	75882232
121299887	336162847
121492295	47726888
121658987	240657308
121923944	381679323
121986074	215620055
122132057	317459368
122357858	242725915
12257382	185913169
122630648	334485827
122645273	346551228
122763845	86766505
123044507	46756846
12350817	208604907
123839396	173802353
123839396	339797425
124166879	151912815
124166879	290364247
124353107	238714300
124675478	105337403
124700441	189658305
124956647	159219622
124982843	277375189
124982843	79038740
12506484	317247542
125463827	340237934
125690411	30964096
125717270	79578956
125779277	279571593
126343275	111983261
126343275	76148603
126674457	229937058
126674457	364061260
126844212	155985932
127138398	146515597
127138398	32927394
127138398	92792695
127204677	51835235
127383669	197488747
128008896	137318721
128158908	128385083
128222166	56069949
128311074	250372723
128338662	160977723
128338662	311499944
128364630	49683574
128441868	123705616
128441868	276316706
128471427	174702907
128496906	86623018
128535231	238621574
128702811	339312889
129052581	359373416
12952941	316324532
129687162	129132584
13036407	390083719
130797629	315008921
131019638	109748080
131019638	155588139
131019638	318460236
131750537	127412643
131771456	403813216
131856122	58774133
131938670	286587475
131975939	256553178
132236660	381125638
132424760	69977335
132432194	92431073
132708656	398848159
132976955	82323513
132999185	218562333
133128695	149567770
133149785	404069804
133682243	352391626
134099205	140269020
134116374	167063158
134116374	293229160
134116374	310599523
134327445	5155989
134669262	225396370
134670150	341083212
134891106	179345572
13492065	280674759
134979525	338630082
135200142	283700887
135249894	39554131
135288720	127978642
135288720	347457197
135374826	268183858
135378246	133073301
135378246	154200932
135378246	180200233
135378246	21875449
135378246	372797306
135378246	400701289
135567210	147681344
135567210	263346627
135567210	28644360
135567210	369396275
135567210	56354946
135792408	290999637
135809553	188340393
135809553	292173570
135894801	233678245
135944085	288901291
135986094	250610261
136225545	211769651
136225545	252683624
136286592	115214235
136286592	190177818
136286592	222767568
136286592	247383069
136286592	341533485
136286592	356686046
136286592	377941675
136286592	382008047
136286592	51472776
136286592	91500364
136662507	175200425
136662507	273502666
136662507	99595384
136757115	244586231
136911096	345173704
13709817	299941043
13709817	301730836
13709817	362474182
13709817	56872257
137334222	214539334
137358666	161591464
137490870	320821185
137490870	350931634
137490870	379682459
137507730	329887367
137507730	358788976
137515335	83013703
137640381	205571401
13773861	121716939
137758701	222559857
137856687	359878214
138065199	392329577
138210216	183333503
138397644	67091580
138487774	28246761
138560071	100530226
138589540	170742994
138709606	386751326
138780010	401070714
138961180	243088323
138961180	284608420
138961180	98603220
138989329	61298384
139060891	294750247
1390654	268612485
139068643	185821029
139068643	307931429
139274689	47904066
139384858	11480577
139384858	38307238
139384858	52451594
140318987	341161365
140503562	11285604
140763800	195454427
140863667	360827124
141227570	263152606
141287867	296607838
141301283	274303346
141322373	37386986
141531335	243014811
141571064	189606799
141970406	49781381
142014633	392406846
142159824	179625206
142191573	277149740
142191573	44523695
142226949	102710979
142226949	11044807
142226949	123333816
142226949	139499670
142226949	334865155
142226949	357207232
142226949	51464053
142226949	80745831
15033334	297189143
15033334	44937462
15033334	6795748
15362806	142600948
15362806	215717436
15362806	240893946
15362806	249976517
15362806	273141162
15362806	86071912
15582460	65482073
16077718	80304987
161481	130656012
161481	269053449
16407724	374836139
17171257	218880040
17171257	223441580
17171257	294328829
17219776	128702084
17307610	245722937
17307610	262626232
17307610	277237436
17307610	83021223
17448412	374880559
1749103	22724036
17562880	392337274
17811184	22632829
18176035	47092763
18246133	264951212
18249259	80411699
18488008	163689973
18488008	268865942
18594472	104202558
18594472	146230850
18594472	361190274
18594472	85202142
186903	153443380
186903	15911446
186903	15993729
186903	173551279
186903	180372983
186903	193663454
186903	208376181
186903	260915665
186903	264388920
186903	297264201
186903	74664296
18959614	108852248
18959614	157456232
19371422	285938503
1960825	257354420
19950899	62858944
20170290	255284313
20231406	286026539
2046058	304140468
20462589	49483732
2048794	252564781
20492946	366911878
20501826	238675841
20501826	316450804
20501826	344294537
20612499	401410730
20758953	21836842
20758953	50228869
21060159	185485928
21128922	347221497
21150501	283810029
21150501	327378015
21624663	134514561
21655296	358841881
2171674	259819305
21908559	316957378
22094658	13518809
22094658	18283240
22099113	234949882
22259706	174667522
22409616	1582210
22726524	272369633
23048536	394427694
23246977	104376550
23246977	148173377
23246977	225186731
23246977	74146639
23344525	310112322
23749054	299809379
23787016	222501062
24186535	147274225
24248230	385247334
24472810	36435458
24891238	242990714
24979429	167780112
25286173	160598516
25295611	112263922
25438534	298471056
25484785	34466920
25609192	135038181
25737649	17712290
26037919	70506159
26037919	83998781
26201404	47365649
26201404	61871678
2636701	185178529
26491468	22565309
2664589	331204858
26926537	261723527
26926537	262414625
26926537	308986399
26926537	81504842
27317801	13653568
27317801	68820487
27435290	241093016
27496280	141665547
27496280	172658863
27496280	86610821
27624578	126666470
27795908	8747111
27831488	328371723
28178051	249403460
28204430	249690939
28477565	400372067
2854798	125518814
2854798	183548496
2854798	257727704
28557548	10963574
28557548	1696120
28708550	234841373
28865588	266256909
28865588	300849876
28883723	13504495
28883723	260226898
29194001	222352590
29201000	68872441
29201000	82160787
29387108	117128014
29499215	391850817
29499215	77051146
29518607	1181345
29684399	125157108
29684399	134632501
29684399	8816162
29860619	303002277
30009492	196793876
302466	250092278
302466	390841005
30354420	335205653
30411033	160977723
30550524	256626455
30591498	220401889
30718584	340366082
31182685	134493168
31182685	239816625
31182685	332581378
31182685	73233753
31510981	97623200
317091	233292622
31870687	177659325
31870687	272558742
32079118	23362852
32086903	352268671
32339254	296529716
32339254	6571553
32384032	319984203
32911159	207164814
33131047	214472762
3320605	215243753
3320605	362277971
335949	211981201
33635794	68289678
33644605	401940678
33984142	148261519
34085107	294614743
34125247	204680146
34727143	59836980
35318524	117058179
35323402	243424856
35482754	307600160
35520386	366127367
35520386	39089903
35702135	264042045
35725961	267948456
36193619	209034921
36362795	231054968
36545789	175171349
36639152	366484499
36656480	31123422
36656480	63093626
3697045	122615441
37100390	114936116
37100390	399051184
3777256	373980786
37926938	359746070
37928819	312373567
38026943	20061788
38114987	55074893
38140955	116376058
38140955	143245794
38140955	211527778
38140955	278303427
38140955	96850276
38686856	386356099
38974214	322550392
39066596	311377654
39066596	36266314
39092792	80442432
39801668	372113656
40165705	117547812
40406632	324232322
40528453	112501186
40528453	24106739
40528453	319719400
40528453	361357012
40528453	58187981
40528453	66985938
40750525	148868780
4087217	196276413
41003566	152915218
4132007	50712238
41558392	58422127
41686678	385753960
42096946	120214329
42096946	225463772
42096946	23893034
42096946	35171962
42096946	35946273
42096946	386923481
42096946	395074329
42500665	302072960
42766603	99776604
42793246	125634399
42793246	330687918
42966754	181427662
4320107	28837902
43205692	187708707
43205692	19046121
43205692	312526728
43205692	378730350
43205692	396171430
43205692	93328999
43308475	288189766
43386565	306275925
43484740	122728309
43484740	222614344
43484740	88769
43858937	123430077
44142824	273532679
44163515	65035577
44182382	291503193
44556221	105340710
44698097	296835188
447828	206016051
4498439	74977824
45069500	192219540
45429617	180220588
45606398	346760537
46156223	380522327
46312028	120428365
46312028	197291039
46312028	388470820
46312028	5868986
46312028	97529977
46345739	321886986
46534133	130294616
46555223	354525367
46681058	289058791
46729748	210012720
46729748	310695911
46729748	400840831
46761269	402043117
47114138	122670038
47114138	256450110
47114138	393161014
47296502	274776756
47308508	368749902
47688515	214365407
48362340	118448109
48362340	270145097
4860935	366911878
48967362	3990753
48967362	68940123
4906718	384087944
4915814	148270332
4915814	186653415
4915814	343575787
4915814	398989681
49174335	206855739
49174335	94062845
49221063	196613518
49221063	39475027
49221063	76942520
49537083	327787266
49603305	314973510
4968401	66804201
49706772	22363485
49706772	67567127
49711251	123974875
50114359	183038900
50114359	229347739
50114359	283687321
50115850	392054348
50142094	254127882
50146084	242709260
50146084	369875217
50202820	269298443
50202820	314079148
50202820	89393355
5027015	262178796
50320480	245401606
50320480	249618450
50320480	304744713
50320480	387732754
50351854	366320763
50475385	273874632
50475385	384992547
50783368	205542738
50805790	127342263
50805790	169746255
50805790	70291150
50845861	110133934
50936650	376180369
50969392	47848151
51004531	178721544
51235828	93336990
51251512	225395128
51318043	383542773
51318043	99705326
51737018	159271456
51737018	58607841
51813809	282618528
51813809	972416
51859808	132910603
51859808	58558772
5198060	79173626
52004090	42780733
5257922	370366552
530238	165455096
530238	69382307
53029436	313263267
53091371	260475256
53091371	295303738
53314277	167174269
53504429	238589408
5360957	289768380
5360957	319181490
53667812	205032147
5369231	201233591
5369231	394658338
5369231	56559040
5371991	131188564
53961920	158824352
53976869	43508009
54007481	335779222
54007481	372291094
54041681	278129435
54041681	303623649
54057266	397656480
54414485	139193146
54614978	195619344
54860714	104492596
55401911	178718233
55401911	183313945
55401911	303405737
55476491	184752983
55780028	13179304
56011760	98656648
56269254	161850979
56269254	56659837
56402658	56844183
56743230	295993609
56818905	125153280
56818905	192196843
56993964	305742819
56993964	308089680
57269349	42730171
57679953	333028913
58165245	125695683
58334364	203586169
58399743	217054155
58891608	140849766
59356413	280303221
59472933	233403547
59472933	66373621
59556336	109257437
59556336	157378005
59655129	158795258
59655129	206855739
59655129	328371723
60380684	237223630
60913700	36791561
60913700	89042044
60971945	176694156
61432703	337098384
61432703	367006414
61432703	51734688
61432703	53382385
61875821	117407376
62053130	151900364
62263166	22181492
6264206	352084967
6264206	75310164
62693996	353217183
6270956	274921888
62798888	33168111
62879735	249061444
62879735	311053665
62879735	384038335
62969888	105374048
62969888	110531061
62969888	121827867
62969888	222690849
62969888	266843991
62969888	336948364
62969888	355457776
62969888	43207895
62969888	58528839
63004058	108846409
63004058	299403848
63004058	351684132
63004058	47208263
63509042	283645607
63509042	67516308
63623282	244553557
63985097	46025639
64019348	242959465
64422168	277566386
